seconds,situations,mirrored,probing
75.67,10090000,132,239161528
75.80,10100000,133,239755545
75.99,10110000,134,240724395
76.13,10120000,134,241428707
76.30,10130000,134,242311868
76.44,10140000,134,242990412
76.60,10150000,134,243725817
76.77,10160000,134,244665508
77.01,10170000,134,245880826
77.18,10180000,134,246756175
77.32,10190000,134,247427254
77.47,10200000,134,248174129
77.61,10210000,134,248771186
77.80,10220000,134,249731557
77.97,10230000,134,250579302
78.14,10240000,134,251426383
78.31,10250000,135,252332672
78.51,10260000,135,253348894
78.66,10270000,135,254085737
78.87,10280000,135,255157199
79.02,10290000,135,255837997
79.18,10300000,135,256612258
79.31,10310000,135,257189193
79.49,10320000,135,258065845
79.71,10330000,135,259180851
79.89,10340000,135,260110196
80.05,10350000,135,260918007
80.22,10360000,135,261778128
80.43,10370000,135,262836674
80.66,10380000,136,264060397
80.84,10390000,136,264943380
81.05,10400000,136,266000809
81.28,10410000,136,267159583
81.48,10420000,136,268198720
81.63,10430000,136,268925466
81.75,10440000,136,269507986
82.02,10450000,136,270896790
82.27,10460000,136,272222024
82.49,10470000,136,273338939
82.67,10480000,136,274250149
82.82,10490000,136,274991611
83.03,10500000,136,276022227
83.20,10510000,137,276963168
83.38,10520000,137,277882731
83.52,10530000,137,278581190
83.65,10540000,137,279132791
83.83,10550000,137,280020285
84.00,10560000,137,280925177
84.17,10570000,137,281798817
84.36,10580000,137,282793829
84.59,10590000,137,284065648
84.82,10600000,137,285227265
85.00,10610000,137,286120780
85.15,10620000,137,286863984
85.30,10630000,137,287579958
85.44,10640000,137,288324570
85.62,10650000,137,289259897
85.75,10660000,137,289898388
85.87,10670000,137,290441445
86.02,10680000,139,291166231
86.17,10690000,141,291901185
86.33,10700000,144,292745457
86.48,10710000,145,293456851
86.66,10720000,145,294400934
86.81,10730000,145,295161221
87.03,10740000,145,296220363
87.21,10750000,145,297094432
87.37,10760000,145,297895675
87.57,10770000,147,298985707
87.75,10780000,147,299873873
87.96,10790000,147,300857332
88.21,10800000,147,302091391
88.40,10810000,148,303058324
88.61,10820000,149,304014700
88.84,10830000,149,305115605
89.00,10840000,149,305854168
89.24,10850000,149,307039315
89.43,10860000,149,307979407
89.61,10870000,149,308876089
89.79,10880000,149,309717735
89.99,10890000,149,310747792
90.20,10900000,149,311758414
90.44,10910000,149,312965784
90.70,10920000,149,314262288
90.94,10930000,149,315407706
91.14,10940000,149,316462010
91.37,10950000,149,317667924
91.57,10960000,149,318654425
91.78,10970000,149,319780781
91.96,10980000,149,320668776
92.13,10990000,149,321502730
92.30,11000000,149,322367496
92.52,11010000,149,323406339
92.72,11020000,149,324377305
92.90,11030000,149,325272837
93.09,11040000,149,326205672
93.32,11050000,149,327362670
93.48,11060000,149,328135840
93.72,11070000,149,329309664
93.89,11080000,149,330108327
94.06,11090000,149,330941236
94.24,11100000,149,331806931
94.40,11110000,149,332548514
94.56,11120000,149,333363982
94.73,11130000,149,334215467
94.90,11140000,149,335072174
95.09,11150000,149,336016898
95.26,11160000,149,336861287
95.47,11170000,149,337844782
95.76,11180000,149,339264897
95.98,11190000,149,340358200
96.21,11200000,151,341536197
96.44,11210000,151,342622591
96.66,11220000,151,343699959
96.91,11230000,151,344981654
97.10,11240000,151,345884934
97.32,11250000,151,346974280
97.54,11260000,151,348046300
97.81,11270000,151,349317670
98.12,11280000,153,350834575
98.38,11290000,153,352110449
98.65,11300000,156,353430210
98.94,11310000,157,354822234
99.21,11320000,158,356157854
99.46,11330000,158,357413357
99.82,11340000,158,359190828
100.07,11350000,158,360379448
100.38,11360000,158,361953859
100.70,11370000,158,363564094
101.01,11380000,158,365166863
101.31,11390000,158,366676233
101.65,11400000,158,368319645
101.94,11410000,158,369792885
102.20,11420000,160,371121733
102.44,11430000,162,372316140
102.70,11440000,162,373607500
103.03,11450000,163,375177247
103.27,11460000,163,376369653
103.53,11470000,163,377642262
103.85,11480000,163,379144638
104.15,11490000,163,380713379
104.48,11500000,163,382340297
104.81,11510000,166,384057673
105.14,11520000,167,385721004
105.47,11530000,168,387361783
105.79,11540000,168,388968385
106.17,11550000,170,390876561
106.45,11560000,170,392251382
106.80,11570000,170,394047337
107.03,11580000,170,395102634
107.24,11590000,170,396113332
107.45,11600000,170,397111874
107.71,11610000,170,398284457
108.01,11620000,170,399633265
108.26,11630000,170,400793752
108.62,11640000,170,402377289
108.94,11650000,170,403943000
109.31,11660000,170,405777032
109.57,11670000,170,407062712
109.85,11680000,170,408389887
110.07,11690000,170,409400928
110.35,11700000,170,410626111
110.65,11710000,170,411981338
110.98,11720000,170,413537135
111.25,11730000,170,414770555
111.56,11740000,170,416185524
111.97,11750000,170,417962476
112.32,11760000,170,419586031
112.49,11770000,170,420341188
112.69,11780000,170,421279042
112.91,11790000,170,422311896
113.16,11800000,170,423418411
113.39,11810000,172,424477544
113.68,11820000,174,425694609
113.87,11830000,178,426547817
114.12,11840000,180,427677034
114.43,11850000,180,429215518
114.76,11860000,180,430838439
115.20,11870000,180,432672116
115.51,11880000,180,434138157
115.80,11890000,180,435497573
116.16,11900000,180,437126148
116.50,11910000,180,438740198
116.92,11920000,180,440700578
117.31,11930000,180,442541462
117.71,11940000,180,444404085
117.97,11950000,180,445674349
118.21,11960000,180,446668488
118.53,11970000,180,448109455
118.87,11980000,180,449840950
119.14,11990000,180,451118509
119.51,12000000,180,452906415
119.87,12010000,180,454641510
120.27,12020000,180,456515634
120.63,12030000,180,458033965
120.92,12040000,180,459313001
121.25,12050000,180,460764486
121.49,12060000,184,461943192
121.87,12070000,184,463639020
122.16,12080000,185,464925998
122.47,12090000,187,466354401
122.80,12100000,187,467692222
123.15,12110000,187,469226631
123.51,12120000,188,470814042
123.84,12130000,188,472307769
124.12,12140000,188,473662089
124.33,12150000,189,474671839
124.64,12160000,191,476178372
125.13,12170000,191,478257684
125.42,12180000,191,479565966
125.75,12190000,191,481081234
126.03,12200000,191,482372567
126.31,12210000,192,483660762
126.59,12220000,192,484902493
126.85,12230000,192,486160829
127.14,12240000,192,487587380
127.51,12250000,192,489381900
127.87,12260000,192,491122517
128.23,12270000,192,492860350
128.62,12280000,192,494778148
129.10,12290000,192,497030840
129.52,12300000,192,499132902
129.98,12310000,193,501297765
130.41,12320000,193,503383430
130.80,12330000,193,505191709
131.26,12340000,193,507384608
131.73,12350000,193,509661655
132.22,12360000,193,511783392
132.61,12370000,200,513586698
133.09,12380000,208,515847463
133.65,12390000,212,518360270
134.11,12400000,215,520600742
134.51,12410000,217,522352848
135.00,12420000,222,524528417
135.52,12430000,226,527040980
135.97,12440000,231,529108149
136.33,12450000,233,530720212
136.84,12460000,235,533048732
137.14,12470000,235,534481305
137.68,12480000,237,536976546
138.16,12490000,238,539170172
138.49,12500000,238,540626926
138.82,12510000,238,542152644
139.33,12520000,239,544492945
139.69,12530000,241,546104434
140.12,12540000,241,548076566
140.56,12550000,246,550171392
140.95,12560000,248,551950446
141.37,12570000,257,553863510
141.84,12580000,261,556028963
142.30,12590000,262,558114509
142.91,12600000,265,560929603
143.55,12610000,266,563871831
144.21,12620000,267,566860266
144.71,12630000,272,569136151
145.16,12640000,273,571091800
145.64,12650000,273,573109995
146.23,12660000,274,575750672
146.92,12670000,278,578876894
147.40,12680000,282,580897294
147.88,12690000,282,583053130
148.34,12700000,282,584960940
148.81,12710000,282,587110857
149.30,12720000,282,589293957
149.80,12730000,282,591582668
150.25,12740000,282,593609999
150.83,12750000,282,596157669
151.33,12760000,282,598364234
151.88,12770000,282,600650531
152.27,12780000,282,602401364
152.76,12790000,282,604607463
153.22,12800000,282,606687625
153.63,12810000,282,608475385
154.10,12820000,282,610499662
154.63,12830000,282,612888339
155.23,12840000,282,615540029
155.90,12850000,282,618513242
156.44,12860000,282,620937046
157.01,12870000,282,623289862
157.63,12880000,283,625911896
158.13,12890000,283,628065799
158.72,12900000,283,630538714
159.18,12910000,283,632639515
159.53,12920000,286,634188850
159.98,12930000,286,636189416
160.43,12940000,286,638177056
160.95,12950000,286,640427454
161.38,12960000,287,642332688
161.82,12970000,290,644233461
162.26,12980000,290,646126623
162.77,12990000,290,648237252
163.22,13000000,290,650022376
163.71,13010000,290,651956911
164.09,13020000,291,653635468
164.52,13030000,292,655576652
164.94,13040000,292,657397516
165.57,13050000,293,660082685
166.12,13060000,293,662465348
166.52,13070000,294,664228436
167.05,13080000,294,666606204
167.60,13090000,294,669037776
168.34,13100000,294,672188116
168.71,13110000,294,673784807
169.45,13120000,294,676875144
169.97,13130000,294,678885243
170.65,13140000,294,681711668
171.42,13150000,294,684858337
172.19,13160000,294,687965569
172.84,13170000,294,690668915
173.50,13180000,294,693396102
174.13,13190000,294,696024516
174.71,13200000,294,698551782
175.21,13210000,294,700668607
175.72,13220000,294,702791302
176.23,13230000,294,704965381
176.70,13240000,294,706959481
177.13,13250000,294,708823303
177.58,13260000,294,710787520
178.17,13270000,294,713282982
178.87,13280000,294,716212646
179.44,13290000,294,718606677
179.95,13300000,294,720780292
180.50,13310000,294,723176708
180.96,13320000,294,725072474
181.61,13330000,294,727710061
182.29,13340000,294,730426974
182.91,13350000,294,732912826
183.53,13360000,294,735426303
184.28,13370000,294,738338588
184.92,13380000,294,740786394
185.54,13390000,294,743298068
186.28,13400000,294,746196159
187.02,13410000,294,748986155
187.87,13420000,294,752223870
188.64,13430000,295,755255458
189.47,13440000,295,758469470
190.16,13450000,295,761127222
190.96,13460000,295,764175801
191.69,13470000,295,766968728
192.31,13480000,295,769307500
192.98,13490000,295,771892437
194.00,13500000,295,775680956
194.96,13510000,295,779241298
195.80,13520000,295,782547959
196.69,13530000,295,786089965
197.79,13540000,295,790076133
198.59,13550000,295,792898965
199.12,13560000,295,795063662
199.74,13570000,295,797327902
200.49,13580000,295,800070691
201.25,13590000,295,802785419
202.27,13600000,295,806281338
203.03,13610000,295,809067546
203.81,13620000,295,811921964
204.59,13630000,295,814969842
205.46,13640000,295,818365435
206.26,13650000,295,821537087
207.53,13660000,295,826246012
208.45,13670000,295,829620242
209.30,13680000,295,832744739
210.08,13690000,295,835677258
210.89,13700000,295,838846717
211.47,13710000,295,841116002
212.63,13720000,295,845252102
213.68,13730000,295,849014892
214.34,13740000,295,851483618
215.18,13750000,295,854604684
215.92,13760000,295,857340044
217.00,13770000,295,861099033
217.65,13780000,295,863599988
218.24,13790000,296,866008513
219.01,13800000,296,868850768
219.78,13810000,296,871828245
220.57,13820000,296,874704818
221.28,13830000,296,877371745
222.04,13840000,296,880136462
222.59,13850000,296,882300139
223.22,13860000,296,884676166
224.04,13870000,296,887637870
224.91,13880000,296,890948052
225.97,13890000,296,894760116
227.10,13900000,296,898811060
227.92,13910000,296,901753262
229.14,13920000,296,906053775
230.43,13930000,296,910525723
231.52,13940000,296,914307325
232.74,13950000,296,918529483
233.74,13960000,296,922054376
234.84,13970000,296,925881393
235.98,13980000,296,929802587
237.05,13990000,296,933626390
237.73,14000000,296,936232183
238.79,14010000,296,940079648
239.52,14020000,296,942815762
240.53,14030000,296,946373850
241.67,14040000,296,950169557
242.79,14050000,296,953943633
243.81,14060000,296,957392766
244.83,14070000,296,960804958
246.17,14080000,296,965323115
247.59,14090000,296,970167627
248.97,14100000,296,974856029
250.08,14110000,296,978624448
251.16,14120000,296,982475481
252.49,14130000,296,986932093
254.14,14140000,296,992292149
255.59,14150000,296,997147342
256.88,14160000,296,1001558636
258.06,14170000,296,1005580543
259.81,14180000,296,1011224038
261.19,14190000,296,1015931466
262.87,14200000,296,1021260386
264.53,14210000,296,1026538097
265.26,14220000,296,1029315987
266.33,14230000,296,1033031703
267.25,14240000,296,1036300652
268.13,14250000,296,1039464620
269.19,14260000,296,1043289853
270.39,14270000,296,1047277236
271.70,14280000,296,1051554003
272.54,14290000,296,1054497190
273.20,14300000,296,1057028624
274.00,14310000,296,1059934297
275.31,14320000,296,1064419147
276.67,14330000,296,1069099604
277.56,14340000,296,1072354984
278.80,14350000,296,1076439560
279.79,14360000,296,1079945027
280.80,14370000,296,1083346974
281.97,14380000,296,1087256729
282.96,14390000,296,1090712159
283.84,14400000,296,1094029013
284.93,14410000,296,1097799295
286.32,14420000,296,1102293677
287.94,14430000,297,1107317866
289.20,14440000,297,1111608492
290.34,14450000,297,1115382427
291.47,14460000,297,1119150768
292.30,14470000,297,1121999420
293.48,14480000,297,1125879149
294.53,14490000,297,1129464074
295.54,14500000,297,1132796142
296.66,14510000,297,1136670272
297.96,14520000,297,1140917057
299.11,14530000,297,1144862800
300.52,14540000,297,1149517403
302.30,14550000,297,1155074845
303.94,14560000,297,1160356725
305.66,14570000,297,1165676336
307.17,14580000,297,1170415324
308.78,14590000,297,1175524832
310.23,14600000,298,1180186997
311.63,14610000,298,1184784139
313.30,14620000,299,1189970018
315.01,14630000,299,1195190239
316.23,14640000,299,1199204116
317.28,14650000,299,1202876383
318.42,14660000,299,1207000617
319.76,14670000,299,1211329076
321.14,14680000,299,1215892174
322.22,14690000,299,1219552136
323.44,14700000,299,1223478376
324.68,14710000,299,1227620036
325.66,14720000,299,1230959626
326.88,14730000,299,1235045614
328.21,14740000,299,1239423628
329.67,14750000,301,1243847109
331.22,14760000,301,1248784149
332.74,14770000,301,1253540656
334.33,14780000,301,1258582739
336.11,14790000,301,1264180932
337.93,14800000,301,1269855275
339.52,14810000,301,1274824235
341.22,14820000,304,1280381454
342.62,14830000,304,1285027092
344.04,14840000,304,1289584680
345.62,14850000,304,1294480384
347.09,14860000,304,1299100586
348.50,14870000,304,1303559871
349.80,14880000,304,1307865202
351.18,14890000,304,1312630605
352.66,14900000,304,1317425585
354.46,14910000,305,1323015455
355.64,14920000,305,1327216703
357.12,14930000,305,1332135632
359.01,14940000,305,1337841692
360.38,14950000,305,1342476426
362.46,14960000,305,1348824645
364.20,14970000,305,1354160346
365.69,14980000,305,1358630953
367.37,14990000,305,1363630612
369.17,15000000,305,1369043778
371.05,15010000,305,1374652148
372.74,15020000,305,1379990804
374.43,15030000,305,1385094167
376.25,15040000,305,1390711919
377.98,15050000,305,1395988850
379.49,15060000,305,1400668569
381.12,15070000,305,1405557802
382.95,15080000,305,1410856290
384.79,15090000,305,1416299569
386.68,15100000,305,1421923128
388.29,15110000,305,1426731559
389.67,15120000,305,1430997629
390.99,15130000,305,1435133463
392.87,15140000,305,1440728249
394.94,15150000,305,1446755562
396.67,15160000,305,1452085954
398.22,15170000,305,1456710714
399.80,15180000,305,1461512271
401.98,15190000,305,1467756386
404.14,15200000,305,1473928121
406.28,15210000,305,1480154832
408.39,15220000,305,1486237441
410.49,15230000,305,1492280080
412.24,15240000,305,1497509628
413.88,15250000,305,1502532875
416.06,15260000,305,1508824006
418.13,15270000,305,1514757939
420.27,15280000,305,1521058085
422.20,15290000,305,1526770316
424.19,15300000,305,1532590834
426.11,15310000,305,1538273875
427.43,15320000,305,1542560202
428.71,15330000,305,1546775495
430.29,15340000,305,1551863272
431.68,15350000,305,1556417727
433.52,15360000,305,1562303250
435.30,15370000,305,1567724538
437.05,15380000,305,1573307589
439.03,15390000,305,1579448393
441.00,15400000,305,1585289485
442.51,15410000,305,1589851725
444.24,15420000,305,1595100500
445.91,15430000,305,1600189781
447.77,15440000,305,1606182422
450.19,15450000,305,1613250432
451.84,15460000,305,1618278561
454.37,15470000,307,1625541261
456.59,15480000,307,1632275216
458.57,15490000,308,1638453221
460.50,15500000,308,1644133250
462.85,15510000,311,1651033865
465.13,15520000,311,1658052765
468.12,15530000,311,1665837803
470.81,15540000,311,1673410750
473.65,15550000,311,1681343714
476.07,15560000,311,1688216105
477.98,15570000,312,1694063787
480.38,15580000,312,1700931000
482.56,15590000,312,1707458160
485.49,15600000,313,1715431477
487.96,15610000,314,1722512704
490.82,15620000,317,1730645382
493.24,15630000,319,1737739339
495.97,15640000,319,1745189065
498.63,15650000,319,1752572400
500.97,15660000,319,1759261059
503.66,15670000,319,1767040533
505.95,15680000,319,1773490664
508.16,15690000,319,1779814167
511.02,15700000,319,1787631229
513.51,15710000,319,1794691228
516.08,15720000,319,1801846964
518.46,15730000,319,1808716875
521.13,15740000,319,1816007730
523.72,15750000,319,1823066114
526.73,15760000,319,1830904897
529.41,15770000,319,1838462044
532.10,15780000,319,1845868303
534.91,15790000,320,1853660634
537.53,15800000,320,1860921712
540.36,15810000,320,1868642569
543.13,15820000,320,1876405096
546.03,15830000,320,1884576863
549.08,15840000,320,1892947275
552.06,15850000,320,1901215398
554.51,15860000,320,1908128364
556.63,15870000,320,1914027659
558.77,15880000,320,1920200311
561.32,15890000,320,1927321010
564.59,15900000,320,1935811422
568.41,15910000,320,1945609277
571.69,15920000,320,1954401109
573.75,15930000,320,1960251447
575.80,15940000,320,1966446590
578.56,15950000,320,1974033181
582.22,15960000,320,1983805809
585.53,15970000,320,1992709354
588.42,15980000,320,2001078010
590.83,15990000,320,2008030782
594.54,16000000,320,2017792766
597.81,16010000,320,2026854919
599.82,16020000,320,2032481223
602.48,16030000,320,2040062804
605.46,16040000,320,2048308219
608.02,16050000,320,2055277302
610.46,16060000,320,2062036581
613.55,16070000,320,2070402324
616.49,16080000,320,2078539533
619.42,16090000,320,2086987988
622.63,16100000,320,2095579803
626.07,16110000,320,2104531699
629.04,16120000,320,2112428171
632.45,16130000,320,2121590985
636.30,16140000,320,2131353458
640.28,16150000,320,2141332338
644.49,16160000,320,2152058638
647.81,16170000,320,2160733496
650.14,16180000,320,2167330432
653.19,16190000,320,2175618698
656.42,16200000,320,2184469855
659.70,16210000,320,2193307660
662.97,16220000,320,2202014699
666.24,16230000,320,2210906906
669.34,16240000,320,2219652250
673.20,16250000,320,2229891295
676.50,16260000,320,2238552606
680.24,16270000,320,2248243721
683.46,16280000,320,2256813287
687.24,16290000,320,2266563410
691.20,16300000,320,2276471630
695.06,16310000,320,2286105182
699.44,16320000,320,2297167344
702.74,16330000,320,2305991481
706.64,16340000,320,2316195634
709.94,16350000,320,2325110480
713.33,16360000,320,2334347397
717.05,16370000,320,2344306912
720.18,16380000,320,2352757527
723.08,16390000,320,2360700807
725.65,16400000,320,2367918899
728.25,16410000,320,2375069859
730.83,16420000,320,2382436750
734.38,16430000,320,2391860397
737.58,16440000,320,2400622698
741.04,16450000,320,2409909176
744.59,16460000,320,2419553285
747.09,16470000,320,2426840108
750.13,16480000,320,2435161084
753.44,16490000,320,2444090334
755.75,16500000,320,2450587075
758.97,16510000,320,2459230141
761.82,16520000,320,2467171594
765.11,16530000,320,2476110410
768.36,16540000,320,2484980254
771.78,16550000,320,2494136891
774.96,16560000,320,2502718222
777.79,16570000,320,2510816641
781.93,16580000,320,2521392108
785.47,16590000,320,2530725522
789.17,16600000,320,2540129160
792.92,16610000,320,2549979183
796.29,16620000,320,2558938151
800.14,16630000,320,2568718062
803.01,16640000,320,2576433814
807.28,16650000,320,2587172440
810.10,16660000,320,2594544414
813.36,16670000,320,2603191343
817.73,16680000,320,2613818466
821.51,16690000,320,2623508655
826.52,16700000,320,2635810320
830.16,16710000,320,2645439355
834.17,16720000,320,2655729552
837.70,16730000,320,2664901829
841.72,16740000,320,2675436394
845.30,16750000,320,2684702071
848.91,16760000,320,2694183230
852.50,16770000,320,2703638209
856.06,16780000,320,2713108784
859.68,16790000,320,2722360803
863.20,16800000,320,2731487523
867.42,16810000,320,2741842755
871.78,16820000,320,2752687487
876.55,16830000,320,2764765218
881.05,16840000,320,2775992701
885.94,16850000,320,2788016892
890.58,16860000,320,2799580988
895.18,16870000,320,2811074283
899.23,16880000,320,2821444578
903.72,16890000,320,2832678964
907.66,16900000,320,2842591457
911.59,16910000,320,2852390713
915.60,16920000,320,2862707701
920.10,16930000,320,2874046666
924.68,16940000,320,2885316468
929.03,16950000,320,2896011363
934.31,16960000,320,2908840300
938.93,16970000,320,2920484045
943.87,16980000,320,2932478304
948.12,16990000,320,2943127446
952.92,17000000,320,2954782559
957.79,17010000,320,2966159919
960.94,17020000,320,2974005684
964.29,17030000,320,2982376915
968.96,17040000,320,2993833459
974.06,17050000,320,3006469929
978.11,17060000,320,3016611159
982.18,17070000,320,3026793066
987.46,17080000,320,3039532772
992.66,17090000,320,3052014082
997.41,17100000,320,3063395846
1001.88,17110000,320,3074234172
1006.12,17120000,320,3084660084
1011.12,17130000,320,3096332617
1015.75,17140000,320,3107576025
1021.02,17150000,320,3120224226
1026.51,17160000,320,3133149311
1030.98,17170000,320,3144090067
1035.47,17180000,320,3155168728
1039.96,17190000,320,3165941300
1044.13,17200000,320,3175957728
1048.70,17210000,320,3186849507
1054.06,17220000,320,3199292001
1058.37,17230000,320,3209390572
1063.53,17240000,320,3221594285
1069.15,17250000,320,3234541555
1074.73,17260000,320,3247690928
1080.51,17270000,320,3261070286
1086.58,17280000,320,3275058461
1092.37,17290000,320,3288694350
1097.69,17300000,320,3300925226
1103.12,17310000,320,3313072479
1108.51,17320000,320,3325497387
1114.07,17330000,320,3338190631
1119.90,17340000,320,3351449991
1125.68,17350000,320,3364569759
1131.48,17360000,320,3377551283
1137.41,17370000,320,3390684953
1143.07,17380000,320,3403436790
1148.11,17390000,320,3414968013
1154.60,17400000,320,3429195432
1159.51,17410000,320,3440265573
1166.39,17420000,320,3454735485
1172.28,17430000,320,3467796075
1178.57,17440000,320,3481639825
1185.88,17450000,320,3497088837
1191.31,17460000,320,3509352229
1197.36,17470000,320,3522714430
1204.02,17480000,320,3537128126
1210.02,17490000,320,3550401960
1216.95,17500000,320,3565113279
1224.27,17510000,320,3580478227
1231.73,17520000,320,3596004581
1239.67,17530000,320,3612125159
1247.15,17540000,320,3627505571
1253.47,17550000,320,3640000555
1259.67,17560000,320,3652701805
1266.64,17570000,320,3666474926
1272.84,17580000,320,3679448219
1280.16,17590000,320,3694194972
1287.93,17600000,320,3709718246
1296.06,17610000,320,3725848199
1303.52,17620000,320,3740428432
1309.88,17630000,320,3752762974
1317.09,17640000,320,3766928196
1324.12,17650000,320,3780504769
1331.13,17660000,320,3794423970
1338.35,17670000,320,3808576300
1345.69,17680000,320,3823002354
1352.04,17690000,320,3835895573
1358.26,17700000,320,3848567292
1363.75,17710000,320,3860255731
1370.06,17720000,320,3872804956
1375.94,17730000,320,3884883611
1382.56,17740000,320,3898018249
1389.23,17750000,320,3911215089
1395.63,17760000,320,3923717812
1402.42,17770000,320,3937099164
1409.57,17780000,320,3950674469
1416.32,17790000,320,3964591525
1424.84,17800000,320,3979748182
1432.20,17810000,320,3993328821
1439.42,17820000,320,4007330644
1447.12,17830000,320,4022145472
1456.42,17840000,320,4039665027
1463.45,17850000,320,4052973909
1471.97,17860000,320,4069188703
1480.70,17870000,320,4085041715
1488.24,17880000,320,4099531256
1497.61,17890000,320,4116589087
1505.20,17900000,320,4131287241
1512.62,17910000,320,4145115123
1520.67,17920000,320,4160106148
1528.02,17930000,320,4173282609
1535.79,17940000,320,4187800399
1543.86,17950000,320,4202932258
1551.68,17960000,320,4217838521
1559.51,17970000,320,4232400386
1566.24,17980000,320,4245754414
1575.19,17990000,320,4261993110
1584.25,18000000,320,4278296043
1594.74,18010000,320,2412655
1603.48,18020000,320,18500055
1612.75,18030000,320,35263866
1622.40,18040000,320,52665763
1631.49,18050000,320,68904316
1639.62,18060000,320,84180669
1647.55,18070000,320,98740499
1656.71,18080000,320,115419627
1666.79,18090000,320,134149406
1676.15,18100000,320,151561768
1684.02,18110000,320,166329901
1692.16,18120000,320,181479686
1700.33,18130000,320,196529600
1709.01,18140000,320,212573039
1718.29,18150000,320,229430085
1726.39,18160000,320,244079556
1734.26,18170000,320,258781179
1743.99,18180000,320,276768273
1753.38,18190000,320,293877304
1763.43,18200000,320,311765821
1771.63,18210000,320,326896795
1780.04,18220000,320,343037933
1790.21,18230000,320,360660038
1800.20,18240000,320,378233472
1809.22,18250000,320,394537601
1819.00,18260000,320,411675613
1827.87,18270000,320,427801745
1839.68,18280000,320,447994658
1848.89,18290000,320,465144933
1859.29,18300000,320,483764224
1871.77,18310000,320,505469371
1883.26,18320000,320,525646014
1893.83,18330000,320,543504451
1905.55,18340000,320,563472995
1914.34,18350000,320,579250240
1924.13,18360000,320,596395648
1934.47,18370000,320,614714200
1945.46,18380000,320,633878388
1957.26,18390000,320,653801252
1968.90,18400000,320,673692809
1980.29,18410000,320,692698254
1992.08,18420000,320,713030589
2002.72,18430000,320,731924816
2015.43,18440000,320,753098361
2027.04,18450000,320,773279471
2039.03,18460000,320,793805566
2051.05,18470000,320,813847277
2062.96,18480000,320,834110137
2075.82,18490000,320,855626363
2088.68,18500000,320,877341338
2102.76,18510000,320,899470253
2117.04,18520000,320,921832225
2133.10,18530000,320,946736587
